user,location,tweet,Date,Tweet Coordinates
akashSi84468299,,"RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:46:58,
SJ_Priyanka,,"RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:45:37,
BhavinM48819648,,"RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:44:23,
DeepakA31948914,,"RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:43:59,
rajkumar9214,,"RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:42:51,
IndiaisIndia007,भारत,"RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:41:58,
sjha714,"Ghatkopar East, Mumbai","RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:41:57,
Supriya_Shyama,"Ghaziabad, India","RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:41:39,
mahadevi797,,"RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:41:24,
Jaiswal7009,"Gwalior, India","RT @Republic_Bharat: भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBy…",2020-12-21 15:40:40,
Republic_Bharat,"Mumbai, India","भारत, वियतनाम साझेदारी हिंद-प्रशांत क्षेत्र में शांति में महत्वपूर्ण योगदान दे सकती है: पीएम मोदी https://t.co/vORnMBylhQ",2020-12-21 15:40:28,
